Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,ApplicantIncome_log,TotalIncome
LP001998,Male,Yes,2,Not Graduate,No,7667,0.0,360.0,,Rural,Y,5.220355825078324,8.944680683558895,7667.0
LP002459,Male,Yes,0,Graduate,No,4301,0.0,360.0,1.0,Urban,Y,4.770684624465665,8.366602832783736,4301.0
LP001465,Male,Yes,0,Graduate,No,6080,2569.0,360.0,,Rural,N,5.204006687076795,8.712759974960212,8649.0
LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,360.0,1.0,Rural,Y,4.984280948055957,7.820840879907344,4867.0
LP001206,Male,Yes,3+,Graduate,No,3029,0.0,360.0,1.0,Urban,Y,4.59511985013459,8.015987811027237,3029.0
LP001024,Male,Yes,2,Graduate,No,3200,700.0,360.0,1.0,Urban,Y,4.248495242049359,8.070906088787819,3900.0
LP001266,Male,Yes,1,Graduate,Yes,2395,0.0,360.0,1.0,Semiurban,Y,4.984280948055957,7.781138509845015,2395.0
LP002529,Male,Yes,2,Graduate,No,6700,1750.0,300.0,1.0,Semiurban,Y,5.438079308923196,8.809862805379057,8450.0
LP002489,Female,No,1,Not Graduate,No,5191,0.0,360.0,1.0,Semiurban,Y,4.882801922586371,8.55468163582723,5191.0
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,480.0,0.0,Urban,N,4.605170185988092,8.006367567650246,4666.0
LP001776,Female,No,0,Graduate,No,8333,0.0,360.0,1.0,Semiurban,Y,5.634789603169249,9.027978814382207,8333.0
LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,360.0,1.0,Rural,Y,5.991464547107982,9.769956159911606,17500.0
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,360.0,1.0,Semiurban,Y,5.153291594497779,8.131530710604252,5900.0
LP001155,Female,Yes,0,Not Graduate,No,1928,1644.0,360.0,1.0,Semiurban,Y,4.605170185988092,7.564238475170491,3572.0
LP001630,Male,No,0,Not Graduate,No,2333,1451.0,480.0,0.0,Urban,N,4.624972813284271,7.75491027202143,3784.0
LP001100,Male,No,3+,Graduate,No,12500,3000.0,360.0,1.0,Rural,N,5.768320995793772,9.433483923290392,15500.0
LP001379,Male,Yes,2,Graduate,No,3800,3600.0,360.0,0.0,Urban,N,5.375278407684165,8.242756345714477,7400.0
LP002234,Male,No,0,Graduate,Yes,7167,0.0,360.0,1.0,Urban,Y,4.852030263919617,8.877242435993919,7167.0
LP001197,Male,Yes,0,Graduate,No,3366,2200.0,360.0,1.0,Rural,N,4.90527477843843,8.121480374750751,5566.0
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,360.0,0.0,Rural,N,4.77912349311153,8.187855443695623,5754.0
LP001800,Male,Yes,1,Not Graduate,No,2510,1983.0,180.0,1.0,Urban,N,4.941642422609304,7.828038032125829,4493.0
LP002625,,No,0,Graduate,No,3583,0.0,360.0,1.0,Urban,N,4.564348191467836,8.183955717304954,3583.0
LP002606,Female,No,0,Graduate,No,3159,0.0,360.0,1.0,Semiurban,Y,4.605170185988092,8.058010800802085,3159.0
LP001790,Female,No,1,Graduate,No,3812,0.0,360.0,1.0,Rural,Y,4.718498871295094,8.245909264774093,3812.0
LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,360.0,1.0,Urban,Y,4.8283137373023015,9.807251944655302,18165.0
LP001387,Female,Yes,0,Graduate,No,2929,2333.0,360.0,1.0,Semiurban,Y,4.9344739331306915,7.982416346827733,5262.0
LP001910,Male,No,1,Not Graduate,Yes,4053,2426.0,360.0,0.0,Urban,N,5.062595033026967,8.307212626628308,6479.0
LP001106,Male,Yes,0,Graduate,No,2275,2067.0,360.0,1.0,Urban,Y,4.984280948055957,7.729735331385051,4342.0
LP001030,Male,Yes,2,Graduate,No,1299,1086.0,120.0,1.0,Urban,Y,2.833213344056216,7.1693500166706,2385.0
LP001716,Male,Yes,0,Graduate,No,3173,3021.0,360.0,1.0,Urban,Y,4.919980925828125,8.062432791583195,6194.0
LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,360.0,1.0,Rural,Y,4.867534450455582,8.150756470275551,4676.0
LP002297,Male,No,0,Graduate,No,2500,20000.0,360.0,1.0,Semiurban,Y,4.634728988229636,7.824046010856292,22500.0
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,360.0,1.0,Rural,Y,5.0106352940962555,9.712629664719888,17539.0
LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,360.0,1.0,Semiurban,Y,4.584967478670572,7.529943370601589,2904.0
LP001736,Male,Yes,0,Graduate,No,2221,0.0,360.0,0.0,Urban,N,4.0943445622221,7.7057128238944275,2221.0
LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,180.0,1.0,Urban,N,4.984280948055957,7.783224016336037,6200.0
LP002266,Male,Yes,2,Graduate,No,3100,1400.0,360.0,1.0,Urban,Y,4.727387818712341,8.039157390473237,4500.0
LP001068,Male,Yes,0,Graduate,No,2799,2253.0,360.0,1.0,Semiurban,Y,4.804021044733257,7.937017489515454,5052.0
LP002768,Male,No,0,Not Graduate,No,3358,0.0,36.0,1.0,Semiurban,N,4.382026634673881,8.119100837637486,3358.0
LP002143,Female,Yes,0,Graduate,No,2423,505.0,360.0,1.0,Semiurban,Y,4.867534450455582,7.792761720816526,2928.0
LP001639,Female,Yes,0,Graduate,No,3625,0.0,360.0,1.0,Semiurban,Y,4.68213122712422,8.195609567288775,3625.0
LP002874,Male,No,0,Graduate,No,3229,2739.0,360.0,1.0,Urban,Y,4.700480365792417,8.079927770758275,5968.0
LP002379,Male,No,0,Graduate,No,6500,0.0,360.0,0.0,Rural,N,4.653960350157523,8.779557455883728,6500.0
LP001343,Male,Yes,0,Graduate,No,1759,3541.0,360.0,1.0,Semiurban,Y,4.875197323201151,7.472500744737558,5300.0
LP002785,Male,Yes,1,Graduate,No,3333,3250.0,360.0,1.0,Urban,Y,5.062595033026967,8.11162807830774,6583.0
LP001945,Female,No,,Graduate,No,5417,0.0,480.0,0.0,Urban,N,4.962844630259907,8.597297435657898,5417.0
LP001066,Male,Yes,0,Graduate,Yes,9560,0.0,360.0,1.0,Semiurban,Y,5.25227342804663,9.165343006045447,9560.0
LP002877,Male,Yes,1,Graduate,No,1782,2232.0,360.0,1.0,Rural,Y,4.672828834461906,7.485491608030754,4014.0
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,360.0,1.0,Rural,Y,4.787491742782046,8.21716859576607,5704.0
LP001903,Male,Yes,0,Graduate,No,3993,3274.0,360.0,1.0,Semiurban,Y,5.332718793265369,8.292298107063221,7267.0
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,360.0,1.0,Semiurban,Y,4.927253685157205,8.085178748074537,4663.0
LP002140,Male,No,0,Graduate,No,8750,4167.0,360.0,1.0,Rural,N,5.730099782973574,9.07680897935166,12917.0
LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,360.0,0.0,Rural,N,4.812184355372417,8.131530710604252,5900.0
LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,360.0,1.0,Semiurban,Y,5.075173815233827,8.430109084509125,6666.0
LP002842,Male,Yes,1,Graduate,No,3417,1750.0,360.0,1.0,Urban,Y,5.225746673713202,8.136518252115291,5167.0
LP002894,Female,Yes,0,Graduate,No,3166,0.0,360.0,1.0,Semiurban,Y,3.58351893845611,8.060224240440958,3166.0
LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,360.0,0.0,Urban,N,4.984280948055957,8.009695357742922,6146.0
LP001552,Male,Yes,0,Graduate,No,4583,5625.0,360.0,1.0,Semiurban,Y,5.541263545158426,8.430109084509125,10208.0
LP001112,Female,Yes,0,Graduate,No,3667,1459.0,360.0,1.0,Semiurban,Y,4.969813299576001,8.207129168071326,5126.0
LP001228,Male,No,0,Not Graduate,No,3200,2254.0,180.0,0.0,Urban,N,4.836281906951478,8.070906088787819,5454.0
LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,360.0,1.0,Semiurban,Y,4.454347296253507,9.721185995542177,18917.0
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,360.0,1.0,Rural,Y,4.605170185988092,8.644178203170727,7101.0
LP001754,Male,Yes,,Not Graduate,Yes,4735,0.0,360.0,1.0,Urban,N,4.927253685157205,8.462737005620179,4735.0
LP001469,Male,No,0,Graduate,Yes,20166,0.0,480.0,,Urban,Y,6.476972362889683,9.91175329695316,20166.0
LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,360.0,1.0,Rural,Y,5.19295685089021,9.206633510044856,9963.0
LP001603,Male,Yes,0,Not Graduate,Yes,4344,736.0,360.0,1.0,Semiurban,N,4.465908118654584,8.37655086161377,5080.0
LP001758,Male,Yes,2,Graduate,No,6250,1695.0,360.0,1.0,Semiurban,Y,5.3471075307174685,8.740336742730447,7945.0
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,180.0,1.0,Urban,Y,4.356708826689592,7.741099090035366,3286.7999878
LP001520,Male,Yes,0,Graduate,No,4860,830.0,360.0,1.0,Semiurban,Y,4.8283137373023015,8.48879371689454,5690.0
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,360.0,1.0,Urban,Y,5.480638923341991,8.960210955576986,7787.0
LP001349,Male,No,0,Graduate,No,4843,3806.0,360.0,1.0,Semiurban,Y,5.017279836814924,8.48528964240323,8649.0
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,360.0,1.0,Rural,Y,5.056245805348308,8.290794347381356,5398.0
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,360.0,0.0,Semiurban,N,4.663439094112067,7.9105906122564775,2726.0
LP001255,Male,No,0,Graduate,No,3750,0.0,480.0,1.0,Urban,N,4.727387818712341,8.229511118964457,3750.0
LP001751,Male,Yes,0,Graduate,No,3250,0.0,360.0,1.0,Rural,N,5.135798437050262,8.086410275323782,3250.0
LP001953,Male,Yes,1,Graduate,No,6875,0.0,360.0,1.0,Semiurban,Y,5.298317366548036,8.835646922534773,6875.0
LP001518,Male,Yes,1,Graduate,No,1538,1425.0,360.0,1.0,Urban,Y,3.4011973816621555,7.338238150065589,2963.0
LP001050,,Yes,2,Not Graduate,No,3365,1917.0,360.0,0.0,Rural,N,4.718498871295094,8.121183242078828,5282.0
LP001392,Female,No,1,Graduate,Yes,7451,0.0,360.0,1.0,Semiurban,Y,4.984280948055957,8.916103530553727,7451.0
LP002872,,Yes,0,Graduate,No,3087,2210.0,360.0,0.0,Semiurban,N,4.912654885736052,8.034955024502159,5297.0
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,360.0,0.0,Rural,N,5.003946305945459,8.280964400553373,5681.0
LP001610,Male,Yes,3+,Graduate,No,5516,11300.0,360.0,0.0,Semiurban,N,6.20455776256869,8.615408238913192,16816.0
LP001536,Male,Yes,3+,Graduate,No,39999,0.0,180.0,0.0,Semiurban,Y,6.396929655216146,10.596609732783568,39999.0
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,12.0,,Urban,Y,4.709530201312334,8.439231649946526,7482.0
LP001114,Male,No,0,Graduate,No,4166,7210.0,360.0,1.0,Urban,Y,5.214935757608986,8.334711621820917,11376.0
LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,360.0,1.0,Rural,N,4.189654742026425,7.978310969867722,3453.0
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,360.0,1.0,Semiurban,Y,4.68213122712422,8.209308411646937,3917.0
LP002753,Female,No,1,Graduate,No,3652,0.0,360.0,1.0,Semiurban,Y,4.553876891600541,8.20303024171486,3652.0
LP001581,Male,Yes,0,Not Graduate,No,1820,1769.0,360.0,1.0,Rural,Y,4.553876891600541,7.506591780070841,3589.0
LP002087,Female,No,0,Graduate,No,2500,0.0,360.0,1.0,Urban,Y,4.204692619390966,7.824046010856292,2500.0
LP002194,Female,No,0,Graduate,Yes,15759,0.0,360.0,1.0,Semiurban,Y,4.007333185232471,9.665166909622071,15759.0
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,360.0,1.0,Rural,Y,4.6913478822291435,8.269244521183056,5568.0
LP001734,Female,Yes,2,Graduate,No,4283,2383.0,360.0,,Semiurban,Y,4.844187086458591,8.36240897761537,6666.0
LP001824,Male,Yes,1,Graduate,No,2882,1843.0,480.0,1.0,Semiurban,Y,4.812184355372417,7.966239776559467,4725.0
LP002723,Male,No,2,Graduate,No,3588,0.0,360.0,0.0,Rural,N,4.700480365792417,8.185350223178686,3588.0
LP001492,Male,No,0,Graduate,No,14999,0.0,360.0,0.0,Semiurban,N,5.488937726156687,9.61573881119536,14999.0
LP001198,Male,Yes,1,Graduate,No,8080,2250.0,360.0,1.0,Urban,Y,5.19295685089021,8.997147151515142,10330.0
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,360.0,1.0,Semiurban,Y,6.396929655216146,9.877348894926433,19484.0
LP001005,Male,Yes,0,Graduate,Yes,3000,0.0,360.0,1.0,Urban,Y,4.189654742026425,8.006367567650246,3000.0
LP001699,Male,No,0,Graduate,No,2479,0.0,360.0,1.0,Urban,Y,4.07753744390572,7.8156105320351905,2479.0
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,360.0,0.0,Semiurban,N,5.303304908059076,7.419380582918692,5558.0
LP002740,Male,Yes,3+,Graduate,No,6417,0.0,180.0,1.0,Rural,Y,5.056245805348308,8.766705997750515,6417.0
LP001282,Male,Yes,0,Graduate,No,2500,2118.0,360.0,1.0,Semiurban,Y,4.6443908991413725,7.824046010856292,4618.0
LP002453,Male,No,0,Graduate,Yes,7085,0.0,360.0,1.0,Semiurban,Y,4.430816798843313,8.865735152124781,7085.0
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,480.0,1.0,Semiurban,Y,4.727387818712341,7.616283561580385,3663.0
LP002893,Male,No,0,Graduate,No,1836,33837.0,360.0,1.0,Urban,N,4.499809670330265,7.515344571180436,35673.0
LP001673,Male,No,0,Graduate,Yes,11000,0.0,360.0,1.0,Urban,N,4.418840607796598,9.305650551780507,11000.0
LP001369,Male,Yes,2,Graduate,No,11417,1126.0,360.0,1.0,Urban,Y,5.41610040220442,9.342858751676328,12543.0
LP001087,Female,No,2,Graduate,No,3750,2083.0,360.0,1.0,Semiurban,Y,4.787491742782046,8.229511118964457,5833.0
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,360.0,1.0,Rural,Y,4.795790545596741,7.888334500738654,6966.0
LP002188,Male,No,0,Graduate,No,5124,0.0,,0.0,Rural,N,4.820281565605037,8.541690663016626,5124.0
LP002543,Male,Yes,2,Graduate,No,8333,0.0,360.0,1.0,Semiurban,Y,5.5053315359323625,9.027978814382207,8333.0
LP001036,Female,No,0,Graduate,No,3510,0.0,360.0,0.0,Urban,N,4.330733340286331,8.163371316459912,3510.0
LP002804,Female,Yes,0,Graduate,No,4180,2306.0,360.0,1.0,Semiurban,Y,5.204006687076795,8.338066525518801,6486.0
LP002403,Male,No,0,Graduate,Yes,10416,0.0,360.0,0.0,Urban,N,5.231108616854587,9.251098364448351,10416.0
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,180.0,1.0,Urban,Y,4.709530201312334,8.131236549696116,5039.0
LP001213,Male,Yes,1,Graduate,No,4945,0.0,360.0,0.0,Rural,N,4.984280948055957,8.506132244056813,4945.0
LP001914,Male,Yes,0,Graduate,No,3927,800.0,360.0,1.0,Semiurban,Y,4.718498871295094,8.27563105457801,4727.0
LP002958,Male,No,0,Graduate,No,3676,4301.0,360.0,1.0,Rural,Y,5.147494476813453,8.209580483475577,7977.0
LP001439,Male,Yes,0,Not Graduate,No,4300,2014.0,360.0,1.0,Rural,Y,5.267858159063328,8.366370301681654,6314.0
LP002888,Male,No,0,Graduate,No,3182,2917.0,360.0,1.0,Urban,Y,5.081404364984463,8.065265208897733,6099.0
LP001043,Male,Yes,0,Not Graduate,No,7660,0.0,360.0,0.0,Urban,N,4.6443908991413725,8.943767262734637,7660.0
LP001643,Male,Yes,0,Graduate,No,2383,2138.0,360.0,,Rural,Y,4.060443010546419,7.776115477098742,4521.0
LP001698,Male,No,0,Not Graduate,No,3975,2531.0,360.0,1.0,Rural,Y,4.007333185232471,8.287780027088433,6506.0
LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,180.0,0.0,Rural,N,4.727387818712341,7.88344635413774,4153.0
LP002541,Male,Yes,0,Graduate,No,10833,0.0,360.0,1.0,Semiurban,Y,5.455321115357702,9.290352309945568,10833.0
LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,360.0,1.0,Semiurban,Y,4.30406509320417,8.062432791583195,3173.0
LP002603,Female,No,0,Graduate,No,645,3683.0,480.0,1.0,Rural,Y,4.727387818712341,6.4692503167957724,4328.0
LP001884,Female,No,1,Graduate,No,2876,1560.0,360.0,1.0,Urban,Y,4.499809670330265,7.964155718840937,4436.0
LP001357,Male,,,Graduate,No,3816,754.0,360.0,1.0,Urban,Y,5.075173815233827,8.246958032568177,4570.0
LP001931,Female,No,0,Graduate,No,4124,0.0,360.0,1.0,Semiurban,Y,4.74493212836325,8.32457884513685,4124.0
LP002170,Male,Yes,2,Graduate,No,5000,3667.0,360.0,1.0,Semiurban,Y,5.4638318050256105,8.517193191416238,8667.0
LP002043,Female,No,1,Graduate,No,3541,0.0,360.0,,Semiurban,Y,4.718498871295094,8.172164452111904,3541.0
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,300.0,,Rural,Y,5.1647859739235145,8.9001399880938,15666.0
LP002840,Female,No,0,Graduate,No,2378,0.0,360.0,1.0,Urban,N,2.1972245773362196,7.774015077250727,2378.0
LP002301,Female,No,0,Graduate,Yes,7441,0.0,360.0,1.0,Rural,N,5.267858159063328,8.914760527397261,7441.0
LP001109,Male,Yes,0,Graduate,No,1828,1330.0,,0.0,Urban,N,4.605170185988092,7.510977752014095,3158.0
LP002716,Male,No,0,Not Graduate,No,6783,0.0,360.0,1.0,Semiurban,Y,4.867534450455582,8.82217476094608,6783.0
LP001954,Female,Yes,1,Graduate,No,4666,0.0,360.0,1.0,Urban,Y,4.90527477843843,8.448057452581375,4666.0
LP001041,Male,Yes,0,Graduate,No,2600,3500.0,,1.0,Urban,Y,4.74493212836325,7.8632667240095735,6100.0
LP002002,Female,No,0,Graduate,No,2917,0.0,360.0,1.0,Semiurban,Y,4.430816798843313,7.978310969867722,2917.0
LP002697,Male,No,0,Graduate,No,4680,2087.0,360.0,1.0,Semiurban,N,4.984280948055957,8.451053388911692,6767.0
LP002556,Male,No,0,Graduate,No,2435,0.0,360.0,1.0,Urban,N,4.31748811353631,7.79770203551669,2435.0
LP001391,Male,Yes,0,Not Graduate,No,3572,4114.0,,0.0,Rural,N,5.0238805208462765,8.18088094199639,7686.0
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,360.0,1.0,Semiurban,Y,5.298317366548036,8.550047528287184,8334.0
LP001426,Male,Yes,,Graduate,No,5667,2667.0,360.0,1.0,Rural,Y,5.19295685089021,8.64241515616962,8334.0
LP001938,Male,Yes,2,Graduate,No,4400,0.0,360.0,0.0,Semiurban,N,4.844187086458591,8.389359819906353,4400.0
LP002277,Female,No,0,Graduate,No,3180,0.0,360.0,0.0,Urban,N,4.2626798770413155,8.064636475774222,3180.0
LP001279,Male,No,0,Graduate,No,2366,2531.0,360.0,1.0,Semiurban,Y,4.912654885736052,7.768956044538332,4897.0
LP001900,Male,Yes,1,Graduate,No,2750,1842.0,360.0,1.0,Semiurban,Y,4.74493212836325,7.919356190660617,4592.0
LP001478,Male,No,0,Graduate,No,2718,0.0,360.0,1.0,Semiurban,Y,4.248495242049359,7.907651594711089,2718.0
LP001682,Male,Yes,3+,Not Graduate,No,3992,0.0,180.0,1.0,Urban,N,4.984280948055957,8.292047637431354,3992.0
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,180.0,1.0,Semiurban,Y,4.941642422609304,8.435549202375727,7453.0
LP001647,Male,Yes,0,Graduate,No,9328,0.0,180.0,1.0,Rural,Y,5.236441962829949,9.140775908590273,9328.0
LP001671,Female,Yes,0,Graduate,No,3416,2816.0,360.0,,Semiurban,Y,4.727387818712341,8.13622555490846,6232.0
LP002743,Female,No,0,Graduate,No,2138,0.0,360.0,0.0,Semiurban,N,4.59511985013459,7.6676260915849905,2138.0
LP001819,Male,Yes,1,Not Graduate,No,6608,0.0,180.0,1.0,Urban,Y,4.919980925828125,8.796036315200814,6608.0
LP001011,Male,Yes,2,Graduate,Yes,5417,4196.0,360.0,1.0,Urban,Y,5.58724865840025,8.597297435657898,9613.0
LP001519,Female,No,0,Graduate,No,10000,1666.0,360.0,1.0,Rural,N,5.41610040220442,9.210340371976184,11666.0
LP002729,Male,No,1,Graduate,No,11250,0.0,360.0,,Semiurban,N,5.278114659230517,9.328123407632566,11250.0
LP001616,Male,Yes,1,Graduate,No,3750,0.0,360.0,1.0,Semiurban,Y,4.7535901911063645,8.229511118964457,3750.0
LP001514,Female,Yes,0,Graduate,No,2330,4486.0,360.0,1.0,Semiurban,Y,4.605170185988092,7.753623546559746,6816.0
LP001691,Male,Yes,2,Not Graduate,No,3917,0.0,360.0,1.0,Semiurban,Y,4.820281565605037,8.27308133366583,3917.0
LP001006,Male,Yes,0,Not Graduate,No,2583,2358.0,360.0,1.0,Urban,Y,4.787491742782046,7.8567067930958405,4941.0
LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,360.0,0.0,Rural,N,4.984280948055957,8.799812469525556,6633.0
LP002287,Female,No,0,Graduate,No,1500,1800.0,360.0,0.0,Semiurban,N,4.634728988229636,7.313220387090301,3300.0
LP002035,Male,Yes,2,Graduate,No,3717,0.0,360.0,1.0,Semiurban,Y,4.787491742782046,8.220672170297252,3717.0
LP001046,Male,Yes,1,Graduate,No,5955,5625.0,360.0,1.0,Urban,Y,5.752572638825633,8.691986481789401,11580.0
LP002106,Male,Yes,,Graduate,Yes,5503,4490.0,,1.0,Semiurban,Y,4.248495242049359,8.613048677059759,9993.0
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,360.0,1.0,Urban,Y,4.867534450455582,8.465899897028686,7083.0
LP002494,Male,No,0,Graduate,No,6000,0.0,360.0,1.0,Rural,Y,4.941642422609304,8.699514748210191,6000.0
LP001449,Male,No,0,Graduate,No,3865,1640.0,360.0,1.0,Rural,Y,4.984280948055957,8.259716961021523,5505.0
LP001151,Female,No,0,Graduate,No,4000,2275.0,360.0,1.0,Semiurban,Y,4.969813299576001,8.294049640102028,6275.0
LP002455,Male,Yes,2,Graduate,No,3859,0.0,360.0,1.0,Semiurban,Y,4.564348191467836,8.258163361537619,3859.0
LP002684,Female,No,0,Not Graduate,No,3400,0.0,360.0,1.0,Rural,N,4.553876891600541,8.131530710604252,3400.0
LP002024,,Yes,0,Graduate,No,2473,1843.0,360.0,1.0,Rural,N,5.0689042022202315,7.813187267521416,4316.0
LP002098,Male,No,0,Graduate,No,2935,0.0,360.0,1.0,Semiurban,Y,4.584967478670572,7.984462732262196,2935.0
LP002682,Male,Yes,,Not Graduate,No,3074,1800.0,360.0,0.0,Semiurban,N,4.812184355372417,8.03073492409854,4874.0
LP002950,Male,Yes,0,Not Graduate,No,2894,2792.0,360.0,1.0,Rural,Y,5.043425116919247,7.970394907191429,5686.0
LP001947,Male,Yes,0,Graduate,No,2383,3334.0,360.0,1.0,Semiurban,Y,5.147494476813453,7.776115477098742,5717.0
LP001836,Female,No,2,Graduate,No,3427,0.0,360.0,1.0,Urban,N,4.927253685157205,8.139440521874608,3427.0
LP002190,Male,Yes,1,Graduate,No,6325,0.0,360.0,1.0,Semiurban,Y,5.1647859739235145,8.752265313595721,6325.0
LP002300,Female,No,0,Not Graduate,No,1963,0.0,360.0,1.0,Semiurban,Y,3.970291913552122,7.5822291942764615,1963.0
LP002652,Male,No,0,Graduate,No,5815,3666.0,360.0,1.0,Rural,N,5.739792912179234,8.668196064952765,9481.0
LP001123,Male,Yes,0,Graduate,No,2400,0.0,360.0,,Urban,Y,4.31748811353631,7.783224016336037,2400.0
LP002315,Male,Yes,1,Graduate,No,8300,0.0,300.0,0.0,Semiurban,N,5.0238805208462765,9.02401079378469,8300.0
LP002244,Male,Yes,0,Graduate,No,2333,2417.0,360.0,1.0,Urban,Y,4.912654885736052,7.75491027202143,4750.0
LP001405,Male,Yes,1,Graduate,No,2214,1398.0,360.0,,Urban,Y,4.442651256490317,7.7025561132685825,3612.0
LP001888,Female,No,0,Graduate,No,3237,0.0,360.0,1.0,Urban,Y,3.4011973816621555,8.082402253926244,3237.0
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,360.0,1.0,Rural,Y,5.703782474656201,9.615805480084347,15000.0
LP002948,Male,Yes,2,Graduate,No,5780,0.0,360.0,1.0,Urban,Y,5.2574953720277815,8.662158961666423,5780.0
LP001002,Male,No,0,Graduate,No,5849,0.0,360.0,1.0,Urban,Y,4.984280948055957,8.674025985443025,5849.0
LP001993,Female,No,0,Graduate,No,3762,1666.0,360.0,1.0,Rural,Y,4.90527477843843,8.232706009860976,5428.0
LP002435,Male,Yes,0,Graduate,No,3539,1376.0,360.0,1.0,Rural,N,4.007333185232471,8.171599480345463,4915.0
LP001964,Male,Yes,0,Not Graduate,No,1800,2934.0,360.0,0.0,Urban,N,4.532599493153256,7.495541943884256,4734.0
LP002255,Male,No,3+,Graduate,No,9167,0.0,360.0,1.0,Rural,Y,5.220355825078324,9.123365357961776,9167.0
LP001194,Male,Yes,2,Graduate,No,2708,1167.0,360.0,1.0,Semiurban,Y,4.574710978503383,7.903965634032166,3875.0
LP001507,Male,Yes,0,Graduate,No,2698,2034.0,360.0,1.0,Semiurban,Y,4.804021044733257,7.900266036767701,4732.0
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,360.0,0.0,Rural,N,4.983606621708336,7.932721027481948,4704.0
LP001574,Male,Yes,0,Graduate,No,3707,3166.0,,1.0,Rural,Y,5.204006687076795,8.217978203150732,6873.0
LP001273,Male,Yes,0,Graduate,No,6000,2250.0,360.0,,Semiurban,N,5.579729825986222,8.699514748210191,8250.0
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,360.0,,Rural,N,4.927253685157205,8.306472160100585,9352.0
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,360.0,1.0,Urban,Y,4.852030263919617,8.648747631156539,5703.0
LP001692,Female,No,0,Not Graduate,No,4408,0.0,360.0,1.0,Semiurban,Y,4.787491742782046,8.391176350832751,4408.0
LP002690,Male,No,0,Graduate,No,2500,0.0,360.0,1.0,Semiurban,Y,4.007333185232471,7.824046010856292,2500.0
LP002050,Male,Yes,1,Graduate,Yes,10000,0.0,360.0,1.0,Rural,N,5.043425116919247,9.210340371976184,10000.0
LP002237,Male,No,1,Graduate,No,3667,0.0,180.0,1.0,Urban,Y,4.727387818712341,8.207129168071326,3667.0
LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,360.0,1.0,Semiurban,Y,5.560681631015528,9.22414465295258,10139.0
LP001038,Male,Yes,0,Not Graduate,No,4887,0.0,360.0,1.0,Rural,N,4.890349128221754,8.494333897270154,4887.0
LP001972,Male,Yes,,Not Graduate,No,2875,1750.0,360.0,1.0,Semiurban,Y,4.653960350157523,7.963807953231451,4625.0
LP002422,Male,No,1,Graduate,No,37719,0.0,360.0,1.0,Semiurban,Y,5.0238805208462765,10.537919225261291,37719.0
LP001641,Male,Yes,1,Graduate,Yes,2178,0.0,300.0,0.0,Rural,N,4.189654742026425,7.686162303492906,2178.0
LP001280,Male,Yes,2,Not Graduate,No,3333,2000.0,360.0,,Semiurban,Y,4.59511985013459,8.11162807830774,5333.0
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,360.0,1.0,Urban,N,5.153291594497779,8.218247926685745,6277.0
