Province_State,Country_Region,Confirmed,Deaths
Wisconsin,US,8793,59
Wisconsin,US,2147,7
Wisconsin,US,726,8
Wisconsin,US,773,1
Wisconsin,US,74472,171
Wisconsin,US,2871,9
Wisconsin,US,2216,9
Wisconsin,US,1770,9
Wisconsin,US,13166,27
Wisconsin,US,5323,11
Wisconsin,US,380,1
Wisconsin,US,2453,7
Wisconsin,US,2227,7
Wisconsin,US,4296,8
Wisconsin,US,518,6
Wisconsin,US,13616,88
Wisconsin,US,853,2
Wisconsin,US,11058,46
Wisconsin,US,524,4
Wisconsin,US,3963,16
Wisconsin,US,867,6
Wisconsin,US,2495,14
Wisconsin,US,7727,64
Wisconsin,US,5139,13
Wisconsin,US,844,4
Wisconsin,US,1849,3
Wisconsin,US,0,0
Wisconsin,US,1393,7
Wisconsin,US,1246,13
Wisconsin,US,6000,40
Wisconsin,US,669,5
Wisconsin,US,8162,18
Wisconsin,US,30491,90
Wisconsin,US,2704,19
Wisconsin,US,1537,4
Wisconsin,US,13707,21
Wisconsin,US,4825,24
Wyoming,US,2379,2
Wyoming,US,249,2
Wyoming,US,1874,5
Wyoming,US,945,4
Wyoming,US,601,1
Wyoming,US,233,2
Wyoming,US,2996,11
Wyoming,US,616,1
Wyoming,US,153,3
Wyoming,US,412,1
Wyoming,US,5935,25
Wyoming,US,682,1
Wyoming,US,4393,20
Wyoming,US,66,1
Wyoming,US,776,12
Wyoming,US,231,3
Wyoming,US,1668,4
Wyoming,US,298,2
Wyoming,US,2012,12
Wyoming,US,3393,1
Wyoming,US,1224,4
Wyoming,US,0,0
Wyoming,US,314,4
Wyoming,US,217,3
,Uganda,19325,241
Cherkasy Oblast,Ukraine,10112,168
Chernihiv Oblast,Ukraine,9569,160
Chernivtsi Oblast,Ukraine,16103,128
Crimea Republic*,Ukraine,6806,353
Dnipropetrovsk Oblast,Ukraine,15382,313
Donetsk Oblast,Ukraine,14199,211
Ivano-Frankivsk Oblast,Ukraine,35038,157
Kharkiv Oblast,Ukraine,24511,230
Kherson Oblast,Ukraine,6952,88
Khmelnytskyi Oblast,Ukraine,21134,163
Kiev,Ukraine,35081,311
Kiev Oblast,Ukraine,14390,167
Kirovohrad Oblast,Ukraine,3077,126
Luhansk Oblast,Ukraine,5875,69
Lviv Oblast,Ukraine,42894,236
Mykolaiv Oblast,Ukraine,7671,119
Odessa Oblast,Ukraine,23622,155
Poltava Oblast,Ukraine,12861,226
Rivne Oblast,Ukraine,16882,122
Sevastopol*,Ukraine,5326,127
Sumy Oblast,Ukraine,22678,162
Ternopil Oblast,Ukraine,19158,119
Vinnytsia Oblast,Ukraine,20446,252
Volyn Oblast,Ukraine,7610,77
Zakarpattia Oblast,Ukraine,11307,192
Zaporizhia Oblast,Ukraine,7087,247
Zhytomyr Oblast,Ukraine,18949,108
,United Arab Emirates,82649,83
Anguilla,United Kingdom,687,3
Bermuda,United Kingdom,4373,7
British Virgin Islands,United Kingdom,2383,10
Cayman Islands,United Kingdom,4845,3
Channel Islands,United Kingdom,0,0
England,United Kingdom,3797312,5678
Falkland Islands (Malvinas),United Kingdom,6,0
Gibraltar,United Kingdom,4291,1
Isle of Man,United Kingdom,7970,4
Montserrat,United Kingdom,113,0
Northern Ireland,United Kingdom,145408,168
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,0,0
Scotland,United Kingdom,236773,541
Turks and Caicos Islands,United Kingdom,2337,8
Unknown,United Kingdom,0,16
Wales,United Kingdom,148394,335
,Uruguay,265584,341
,Uzbekistan,24993,83
,Vanuatu,0,0
,Venezuela,41146,116
,Vietnam,540658,5167
,West Bank and Gaza,65412,185
,Yemen,934,29
,Zambia,47609,180
,Zimbabwe,15637,333
,Winter Olympics 2022,272,0
,Antarctica,0,0
Jersey,United Kingdom,11361,11
Guernsey,United Kingdom,3180,6
,"Korea, North",0,0
Unknown,Ukraine,0,0
,Nauru,0,0
Niue,New Zealand,0,0
,Tuvalu,0,0
Pitcairn Islands,United Kingdom,0,0
