Province_State,Country_Region,Confirmed,Deaths
Florida,US,6087,0
Florida,US,4370,0
Florida,US,3805,0
Florida,US,782,0
Florida,US,464,0
Florida,US,153,0
Florida,US,-55,1307
Florida,US,296,0
Florida,US,8155,0
Florida,US,397,0
Florida,US,694,0
Florida,US,249,0
Georgia,US,96,0
Georgia,US,63,0
Georgia,US,86,0
Georgia,US,36,1
Georgia,US,78,2
Georgia,US,58,3
Georgia,US,312,1
Georgia,US,474,6
Georgia,US,89,1
Georgia,US,170,1
Georgia,US,807,3
Georgia,US,116,1
Georgia,US,113,0
Georgia,US,122,0
Georgia,US,262,1
Georgia,US,355,1
Georgia,US,90,0
Georgia,US,89,0
Georgia,US,20,0
Georgia,US,816,4
Georgia,US,37,0
Georgia,US,470,1
Georgia,US,232,4
Georgia,US,167,0
Georgia,US,1536,10
Georgia,US,376,0
Georgia,US,104,0
Georgia,US,892,4
Georgia,US,377,0
Georgia,US,8,0
Georgia,US,1169,3
Georgia,US,32,0
Georgia,US,2724,14
Georgia,US,357,4
Georgia,US,264,2
Georgia,US,609,-1
Georgia,US,189,-1
Georgia,US,605,4
Georgia,US,45,0
Georgia,US,58,1
Georgia,US,35,0
Georgia,US,58,-1
Georgia,US,2284,10
Georgia,US,140,2
Georgia,US,96,3
Georgia,US,33,0
Georgia,US,284,0
Georgia,US,648,1
Georgia,US,60,0
Georgia,US,49,0
Georgia,US,321,3
Georgia,US,39,0
Georgia,US,117,1
Georgia,US,115,2
Georgia,US,103,2
Georgia,US,401,2
Georgia,US,361,3
Georgia,US,665,-1
Georgia,US,107,3
Georgia,US,3691,19
Georgia,US,50,2
Georgia,US,3,0
Georgia,US,597,3
Georgia,US,210,0
Georgia,US,145,2
Georgia,US,41,0
Georgia,US,2601,9
Georgia,US,97,1
Georgia,US,667,8
Georgia,US,16,0
Georgia,US,99,1
Georgia,US,118,3
Georgia,US,88,-1
Georgia,US,52,1
Georgia,US,1299,5
Georgia,US,807,2
Georgia,US,48,0
Georgia,US,304,2
Georgia,US,34,1
Georgia,US,96,1
Georgia,US,34,0
Georgia,US,35,0
Georgia,US,42,0
Georgia,US,77,2
Georgia,US,92,1
Georgia,US,42,1
Georgia,US,311,0
Georgia,US,189,0
Georgia,US,316,2
Georgia,US,13,0
Georgia,US,94,1
Georgia,US,929,4
Georgia,US,84,4
Georgia,US,12,0
Georgia,US,92,0
Georgia,US,45,2
Georgia,US,75,0
Georgia,US,28,0
Georgia,US,63,3
Georgia,US,20,0
Georgia,US,138,1
Georgia,US,102,2
Georgia,US,76,0
Georgia,US,69,0
Georgia,US,139,0
Georgia,US,716,7
Georgia,US,422,3
Georgia,US,115,1
Georgia,US,27,0
Georgia,US,1378,4
Georgia,US,665,7
Georgia,US,105,0
Georgia,US,134,-1
Georgia,US,184,1
Georgia,US,89,1
Georgia,US,142,0
Georgia,US,25,3
Georgia,US,131,1
Georgia,US,7,0
Georgia,US,42,1
Georgia,US,40,0
Georgia,US,685,3
Georgia,US,423,4
Georgia,US,26,0
Georgia,US,63,0
Georgia,US,32,0
Georgia,US,301,3
Georgia,US,45,0
Georgia,US,104,0
Georgia,US,107,0
Georgia,US,18,-1
Georgia,US,4,0
Georgia,US,191,1
Georgia,US,19,0
Georgia,US,78,0
Georgia,US,30,0
Georgia,US,356,2
Georgia,US,392,1
Georgia,US,238,2
Georgia,US,34,0
Georgia,US,57,0
Georgia,US,443,4
Georgia,US,50,0
Georgia,US,36,1
Georgia,US,82,1
Georgia,US,59,3
Georgia,US,93,0
Georgia,US,284,1
Georgia,US,316,1
Georgia,US,226,4
Georgia,US,19,0
Georgia,US,35,2
Georgia,US,120,0
Georgia,US,9,0
Georgia,US,47,1
Georgia,US,98,1
Georgia,US,265,2
Georgia,US,29,0
Georgia,US,20,2
Georgia,US,35,0
Georgia,US,66,0
Grand Princess,US,0,0
Guam,US,175,3
Hawaii,US,883,3
Hawaii,US,3088,12
Hawaii,US,186,0
Hawaii,US,498,4
Hawaii,US,400,0
Hawaii,US,0,0
Idaho,US,1705,7
Idaho,US,15,0
Idaho,US,190,4
Idaho,US,26,0
Idaho,US,27,0
Idaho,US,57,2
Idaho,US,41,1
Idaho,US,31,0
Idaho,US,86,1
Idaho,US,244,0
Idaho,US,14,1
Idaho,US,1,0
Idaho,US,1,0
Idaho,US,693,7
Idaho,US,8,0
Idaho,US,46,0
Idaho,US,0,0
Idaho,US,14,0
Idaho,US,5,0
Idaho,US,89,0
Idaho,US,31,0
Idaho,US,34,0
Idaho,US,64,4
Idaho,US,30,0
Idaho,US,38,0
Idaho,US,63,0
Idaho,US,58,2
Idaho,US,670,7
Idaho,US,56,1
Idaho,US,13,0
Idaho,US,16,0
Idaho,US,1,0
Idaho,US,115,0
Idaho,US,48,1
Idaho,US,141,2
Idaho,US,13,0
Idaho,US,21,0
Idaho,US,37,0
Idaho,US,15,0
Idaho,US,105,1
Idaho,US,19,0
Idaho,US,471,2
Idaho,US,0,0
Idaho,US,39,0
Idaho,US,4,0
Illinois,US,931,2
Illinois,US,20,0
Illinois,US,48,0
Illinois,US,119,1
Illinois,US,63,0
Illinois,US,73,2
Illinois,US,13,0
Illinois,US,266,0
Illinois,US,71,0
Illinois,US,548,3
Illinois,US,131,0
Illinois,US,62,1
Illinois,US,57,0
Illinois,US,145,2
Illinois,US,108,0
Illinois,US,6967,73
Illinois,US,66,1
Illinois,US,10,1
Illinois,US,40,0
Illinois,US,146,1
Illinois,US,44,0
Illinois,US,1428,0
Illinois,US,37,1
Illinois,US,58,0
Illinois,US,66,1
Illinois,US,46,1
Illinois,US,62,0
Illinois,US,374,1
Illinois,US,69,0
Illinois,US,44,0
Illinois,US,100,0
Illinois,US,80,1
Illinois,US,71,0
Illinois,US,122,1
Illinois,US,6,0
Illinois,US,5,0
Illinois,US,90,0
Illinois,US,150,0
Illinois,US,391,0
Illinois,US,3,0
Illinois,US,254,1
Illinois,US,78,0
Illinois,US,10,0
Illinois,US,84,0
Illinois,US,646,5
Illinois,US,164,7
Illinois,US,226,1
Illinois,US,80,1
Illinois,US,186,2
Illinois,US,900,6
Illinois,US,45,0
Illinois,US,47,0
Illinois,US,43,3
Illinois,US,98,2
Illinois,US,197,3
Illinois,US,201,1
Illinois,US,1488,4
Illinois,US,299,1
Illinois,US,30,0
Illinois,US,90,2
Illinois,US,98,1
Illinois,US,140,0
Illinois,US,473,3
Illinois,US,360,4
Illinois,US,32,0
Illinois,US,26,0
Illinois,US,133,0
Illinois,US,65,0
Illinois,US,185,10
Illinois,US,50,0
Illinois,US,71,0
Illinois,US,-1,0
Illinois,US,291,4
Illinois,US,98,2
Illinois,US,43,0
Illinois,US,197,0
Illinois,US,15,0
Illinois,US,46,0
Illinois,US,7,0
Illinois,US,167,0
Illinois,US,59,0
Illinois,US,163,0
Illinois,US,129,0
Illinois,US,599,6
Illinois,US,35,0
Illinois,US,26,0
Illinois,US,46,0
Illinois,US,1695,8
Illinois,US,21,1
Illinois,US,58,0
Illinois,US,300,3
Illinois,US,-8,28
Illinois,US,215,1
Illinois,US,243,9
Illinois,US,131,0
Illinois,US,20,1
Illinois,US,50,0
Illinois,US,99,0
Illinois,US,126,0
Illinois,US,47,0
Illinois,US,1259,3
Illinois,US,618,3
Illinois,US,617,13
Illinois,US,74,0
Indiana,US,96,0
Indiana,US,1359,7
Indiana,US,116,0
Indiana,US,50,1
Indiana,US,17,0
Indiana,US,206,1
Indiana,US,20,0
Indiana,US,47,0
Indiana,US,74,2
Indiana,US,374,3
Indiana,US,69,1
Indiana,US,123,0
Indiana,US,38,0
Indiana,US,45,0
Indiana,US,164,0
Indiana,US,130,0
Indiana,US,34,1
Indiana,US,191,0
Indiana,US,74,0
Indiana,US,345,8
Indiana,US,24,0
Indiana,US,242,3
Indiana,US,106,2
Indiana,US,25,0
Indiana,US,50,2
Indiana,US,196,1
Indiana,US,130,1
Indiana,US,83,0
Indiana,US,736,3
Indiana,US,191,4
Indiana,US,149,2
Indiana,US,410,4
Indiana,US,65,0
Indiana,US,341,12
Indiana,US,174,1
Indiana,US,88,0
Indiana,US,113,1
Indiana,US,19,0
Indiana,US,106,1
Indiana,US,50,0
Indiana,US,372,5
Indiana,US,135,0
Indiana,US,155,1
Indiana,US,46,0
Indiana,US,142,3
Indiana,US,873,14
Indiana,US,179,4
Indiana,US,386,4
Indiana,US,2381,17
Indiana,US,107,1
Indiana,US,7,0
Indiana,US,92,4
Indiana,US,352,1
Indiana,US,183,1
Indiana,US,160,2
Indiana,US,67,0
Indiana,US,207,1
Indiana,US,5,0
Indiana,US,40,1
Indiana,US,109,1
Indiana,US,67,0
Indiana,US,46,2
Indiana,US,49,0
Indiana,US,206,0
Indiana,US,101,0
Indiana,US,31,0
Indiana,US,125,1
Indiana,US,28,0
Indiana,US,45,1
Indiana,US,24,1
Indiana,US,127,0
Indiana,US,91,1
Indiana,US,51,0
Indiana,US,376,2
Indiana,US,24,0
Indiana,US,105,2
Indiana,US,70,0
Indiana,US,29,0
Indiana,US,574,2
Indiana,US,63,1
Indiana,US,0,5
Indiana,US,9,0
Indiana,US,769,4
Indiana,US,56,0
Indiana,US,244,3
Indiana,US,89,1
Indiana,US,24,0
Indiana,US,263,1
Indiana,US,90,0
Indiana,US,80,0
Indiana,US,84,0
Indiana,US,63,1
Indiana,US,111,1
Iowa,US,25,0
Iowa,US,2,0
Iowa,US,34,0
Iowa,US,-4,0
Iowa,US,0,2
Iowa,US,26,0
Iowa,US,534,4
Iowa,US,51,1
Iowa,US,52,1
Iowa,US,35,0
Iowa,US,50,0
Iowa,US,22,0
Iowa,US,55,0
Iowa,US,-1,0
Iowa,US,30,0
Iowa,US,19,0
Iowa,US,94,1
Iowa,US,23,0
Iowa,US,9,0
Iowa,US,13,0
Iowa,US,11,0
Iowa,US,20,1
Iowa,US,41,1
Iowa,US,48,0
Iowa,US,203,0
Iowa,US,32,0
Iowa,US,44,0
Iowa,US,22,0
Iowa,US,120,3
Iowa,US,16,1
Iowa,US,91,3
Iowa,US,13,0
Iowa,US,14,0
Iowa,US,14,0
Iowa,US,54,0
Iowa,US,22,0
Iowa,US,19,0
Iowa,US,20,0
Iowa,US,19,0
Iowa,US,71,0
Iowa,US,34,0
Iowa,US,41,0
Iowa,US,26,0
Iowa,US,64,0
Iowa,US,4,0
Iowa,US,56,0
Iowa,US,20,0
Iowa,US,-9,0
Iowa,US,8,1
Iowa,US,323,0
Iowa,US,17,0
Iowa,US,149,1
Iowa,US,1,0
Iowa,US,33,0
Iowa,US,57,0
Iowa,US,117,1
Iowa,US,281,1
Iowa,US,7,0
Iowa,US,3,0
Iowa,US,13,0
Iowa,US,33,0
Iowa,US,23,0
Iowa,US,61,1
Iowa,US,52,3
Iowa,US,5,0
Iowa,US,6,0
Iowa,US,31,0
Iowa,US,51,1
Iowa,US,33,0
Iowa,US,64,0
Iowa,US,18,0
Iowa,US,6,0
Iowa,US,12,0
Iowa,US,16,1
Iowa,US,23,1
Iowa,US,13,0
Iowa,US,868,4
Iowa,US,148,0
Iowa,US,26,0
Iowa,US,6,0
Iowa,US,23,0
Iowa,US,196,1
Iowa,US,4,1
Iowa,US,27,0
Iowa,US,197,0
Iowa,US,11,1
Iowa,US,3,0
Iowa,US,-950,0
Iowa,US,-6,0
Iowa,US,8,0
Iowa,US,56,2
Iowa,US,92,0
Iowa,US,35,0
Iowa,US,17,0
Iowa,US,254,3
Iowa,US,23,0
Iowa,US,9,2
Iowa,US,122,0
Iowa,US,1,0
Iowa,US,46,0
Kansas,US,100,0
Kansas,US,29,1
Kansas,US,153,2
Kansas,US,7,0
Kansas,US,91,0
Kansas,US,247,1
Kansas,US,46,1
Kansas,US,257,2
Kansas,US,10,0
Kansas,US,30,0
Kansas,US,366,4
Kansas,US,5,0
Kansas,US,3,0
Kansas,US,48,0
Kansas,US,15,0
Kansas,US,30,0
Kansas,US,4,1
Kansas,US,153,1
Kansas,US,654,6
Kansas,US,0,0
Kansas,US,146,0
Kansas,US,102,1
Kansas,US,392,-2
Kansas,US,3,0
Kansas,US,6,0
Kansas,US,32,0
Kansas,US,-2,0
Kansas,US,41,0
Kansas,US,86,5
Kansas,US,223,3
Kansas,US,295,2
Kansas,US,3,1
Kansas,US,3,0
Kansas,US,31,1
Kansas,US,50,0
Kansas,US,0,0
Kansas,US,46,0
Kansas,US,2,0
Kansas,US,11,0
Kansas,US,87,0
Kansas,US,9,0
Kansas,US,0,0
Kansas,US,60,0
Kansas,US,81,1
Kansas,US,1,0
Kansas,US,3231,9
Kansas,US,10,0
Kansas,US,28,0
Kansas,US,4,0
Kansas,US,222,1
Kansas,US,4,0
Kansas,US,626,3
Kansas,US,5,0
Kansas,US,108,1
Kansas,US,3,0
Kansas,US,106,1
Kansas,US,15,0
Kansas,US,52,2
Kansas,US,66,1
Kansas,US,0,0
Kansas,US,190,1
Kansas,US,9,0
Kansas,US,183,1
Kansas,US,44,0
Kansas,US,7,0
Kansas,US,48,0
Kansas,US,185,1
Kansas,US,8,0
Kansas,US,29,1
Kansas,US,78,1
Kansas,US,4,0
Kansas,US,20,0
Kansas,US,0,0
Kansas,US,0,0
Kansas,US,9,0
Kansas,US,160,2
Kansas,US,24,0
Kansas,US,2,0
Kansas,US,168,1
Kansas,US,7,0
Kansas,US,20,0
Kansas,US,332,6
Kansas,US,4,0
Kansas,US,7,0
Kansas,US,24,0
Kansas,US,327,0
Kansas,US,10,1
Kansas,US,1883,18
Kansas,US,67,1
Kansas,US,791,8
Kansas,US,2,0
Kansas,US,11,0
Kansas,US,9,0
Kansas,US,20,0
Kansas,US,11,0
Kansas,US,16,1
Kansas,US,77,0
Kansas,US,25,1
Kansas,US,6,0
Kansas,US,0,0
Kansas,US,65,1
Kansas,US,6,0
Kansas,US,13,0
Kansas,US,5,0
Kansas,US,72,4
Kansas,US,19,0
Kansas,US,1285,7
Kentucky,US,106,0
Kentucky,US,111,2
Kentucky,US,107,1
Kentucky,US,10,1
Kentucky,US,267,2
Kentucky,US,31,0
Kentucky,US,118,0
Kentucky,US,427,2
Kentucky,US,90,0
Kentucky,US,207,1
Kentucky,US,118,0
Kentucky,US,21,1
Kentucky,US,29,2
Kentucky,US,96,0
Kentucky,US,379,0
Kentucky,US,34,0
Kentucky,US,41,0
Kentucky,US,189,0
Kentucky,US,221,0
Kentucky,US,13,0
Kentucky,US,30,0
Kentucky,US,220,0
Kentucky,US,62,0
Kentucky,US,220,1
Kentucky,US,205,0
Kentucky,US,301,0
Kentucky,US,19,0
Kentucky,US,38,0
Kentucky,US,6,0
Kentucky,US,610,3
Kentucky,US,24,0
Kentucky,US,15,0
Kentucky,US,36,0
Kentucky,US,1287,3
Kentucky,US,73,0
Kentucky,US,322,2
Kentucky,US,191,4
Kentucky,US,10,0
Kentucky,US,29,0
Kentucky,US,58,0
Kentucky,US,131,1
Kentucky,US,190,2
Kentucky,US,114,0
Kentucky,US,58,0
Kentucky,US,202,0
Kentucky,US,43,0
Kentucky,US,599,2
Kentucky,US,112,2
Kentucky,US,44,2
Kentucky,US,175,2
Kentucky,US,329,0
Kentucky,US,73,0
Kentucky,US,5,1
Kentucky,US,448,4
Kentucky,US,138,0
Kentucky,US,2426,11
Kentucky,US,131,3
Kentucky,US,102,0
Kentucky,US,343,5
Kentucky,US,103,1
Kentucky,US,215,1
Kentucky,US,50,3
Kentucky,US,611,1
Kentucky,US,52,1
Kentucky,US,24,0
Kentucky,US,54,1
Kentucky,US,201,1
Kentucky,US,100,1
Kentucky,US,103,2
Kentucky,US,51,0
Kentucky,US,177,1
Kentucky,US,16,1
Kentucky,US,405,1
Kentucky,US,21,0
Kentucky,US,75,1
Kentucky,US,189,3
Kentucky,US,60,0
Kentucky,US,45,0
Kentucky,US,237,2
Kentucky,US,41,0
Kentucky,US,38,1
Kentucky,US,103,1
Kentucky,US,8,0
Kentucky,US,96,0
Kentucky,US,64,1
Kentucky,US,34,0
Kentucky,US,76,0
Kentucky,US,14,0
Kentucky,US,358,3
Kentucky,US,212,1
Kentucky,US,20,1
Kentucky,US,158,0
Kentucky,US,220,1
Kentucky,US,37,0
Kentucky,US,13,0
Kentucky,US,52,0
Kentucky,US,159,0
Kentucky,US,333,7
Kentucky,US,25,0
Kentucky,US,399,6
Kentucky,US,6,0
Kentucky,US,72,0
Kentucky,US,36,1
Kentucky,US,42,0
Kentucky,US,143,0
Kentucky,US,143,1
Kentucky,US,124,2
Kentucky,US,72,0
Kentucky,US,125,0
Kentucky,US,39,0
Kentucky,US,12,1
Kentucky,US,32,0
Kentucky,US,0,0
Kentucky,US,87,2
Kentucky,US,735,7
Kentucky,US,97,0
Kentucky,US,46,0
Kentucky,US,127,1
Kentucky,US,322,1
Kentucky,US,7,1
Kentucky,US,183,0
Louisiana,US,588,3
Louisiana,US,186,2
Louisiana,US,2599,3
Louisiana,US,332,1
Louisiana,US,361,2
Louisiana,US,345,2
Louisiana,US,93,0
Louisiana,US,1172,3
Louisiana,US,1926,10
Louisiana,US,1545,10
Louisiana,US,86,0
Louisiana,US,37,0
Louisiana,US,111,0
Louisiana,US,62,1
Louisiana,US,268,0
Louisiana,US,225,2
Louisiana,US,6026,35
Louisiana,US,46,1
Louisiana,US,330,4
Louisiana,US,277,3
Louisiana,US,523,1
Louisiana,US,196,0
Louisiana,US,1117,5
Louisiana,US,466,1
Louisiana,US,89,0
Louisiana,US,5272,21
Louisiana,US,204,2
Louisiana,US,170,1
Louisiana,US,3070,15
Louisiana,US,2010,4
Louisiana,US,394,1
Louisiana,US,2936,11
Louisiana,US,118,3
Louisiana,US,363,2
Louisiana,US,235,1
Louisiana,US,3998,9
Louisiana,US,1807,6
Louisiana,US,0,0
Louisiana,US,339,0
Louisiana,US,261,0
Louisiana,US,1424,7
Louisiana,US,42,0
Louisiana,US,257,1
Louisiana,US,148,0
Louisiana,US,658,1
Louisiana,US,961,1
Louisiana,US,85,0
Louisiana,US,301,1
Louisiana,US,635,1
Louisiana,US,888,7
Louisiana,US,695,4
Louisiana,US,1064,4
Louisiana,US,4263,13
Louisiana,US,3137,22
Louisiana,US,14,0
Louisiana,US,1673,5
Louisiana,US,14,0
Louisiana,US,252,3
Louisiana,US,817,3
Louisiana,US,428,3
Louisiana,US,691,6
Louisiana,US,332,2
Louisiana,US,398,1
Louisiana,US,81,1
Louisiana,US,67,0
Louisiana,US,136,0
Maine,US,85,2
Maine,US,81,5
Maine,US,276,5
Maine,US,24,0
Maine,US,48,2
Maine,US,131,8
Maine,US,48,1
Maine,US,33,0
Maine,US,0,0
Maine,US,49,2
Maine,US,154,8
Maine,US,18,0
Maine,US,13,1
Maine,US,53,2
Maine,US,1,0
Maine,US,74,1
Maine,US,20,-1
Maine,US,300,5
Maryland,US,54,0
Maryland,US,704,4
Maryland,US,786,10
Maryland,US,595,14
Maryland,US,88,0
Maryland,US,26,0
Maryland,US,112,3
Maryland,US,172,7
Maryland,US,243,1
Maryland,US,52,0
Maryland,US,266,3
Maryland,US,30,1
Maryland,US,260,3
Maryland,US,302,5
Maryland,US,13,0
Maryland,US,1086,11
Maryland,US,1334,8
Maryland,US,36,2
Maryland,US,16,2
Maryland,US,166,0
Maryland,US,33,1
Maryland,US,0,6
Maryland,US,139,2
Maryland,US,161,1
Maryland,US,67,0
Massachusetts,US,560,14
Massachusetts,US,98,2
Massachusetts,US,973,8
Massachusetts,US,75,1
Massachusetts,US,841,9
Massachusetts,US,15,0
Massachusetts,US,643,6
Massachusetts,US,78,0
Massachusetts,US,1786,17
Massachusetts,US,693,7
Massachusetts,US,644,11
Massachusetts,US,1302,12
Massachusetts,US,1117,0
Massachusetts,US,906,15
Michigan,US,6,0
Michigan,US,0,0
Michigan,US,150,1
Michigan,US,57,2
Michigan,US,13,0
Michigan,US,18,0
Michigan,US,4,0
Michigan,US,64,1
Michigan,US,71,0
Michigan,US,14,0
Michigan,US,137,9
Michigan,US,167,0
Michigan,US,212,2
Michigan,US,74,1
Michigan,US,39,0
Michigan,US,16,1
Michigan,US,48,1
Michigan,US,27,1
Michigan,US,83,1
Michigan,US,2,0
Michigan,US,36,0
Michigan,US,27,0
Michigan,US,93,-1
Michigan,US,26,0
Michigan,US,0,0
Michigan,US,341,7
Michigan,US,15,0
Michigan,US,43,1
Michigan,US,120,1
Michigan,US,3,0
Michigan,US,46,2
Michigan,US,13,0
Michigan,US,28,0
Michigan,US,317,2
Michigan,US,79,0
Michigan,US,16,1
Michigan,US,23,0
Michigan,US,45,1
Michigan,US,223,2
Michigan,US,300,1
Michigan,US,27,2
Michigan,US,712,6
Michigan,US,0,0
Michigan,US,7,1
Michigan,US,58,0
Michigan,US,20,1
Michigan,US,89,1
Michigan,US,216,-2
Michigan,US,0,0
Michigan,US,4,0
Michigan,US,999,11
Michigan,US,11,1
Michigan,US,14,1
Michigan,US,38,0
Michigan,US,12,1
Michigan,US,15,0
Michigan,US,22,3
Michigan,US,78,2
Michigan,US,11,0
Michigan,US,184,3
Michigan,US,13,1
Michigan,US,9,0
Michigan,US,215,4
Michigan,US,33,1
Michigan,US,1581,29
Michigan,US,25,0
Michigan,US,17,0
Michigan,US,6,1
Michigan,US,10,0
Michigan,US,4,0
Michigan,US,14,0
Michigan,US,252,3
Michigan,US,75,0
Michigan,US,6,0
Michigan,US,12,0
Michigan,US,290,8
Michigan,US,13,1
Michigan,US,3,0
Michigan,US,81,3
Michigan,US,118,6
Michigan,US,71,2
Michigan,US,58,0
Michigan,US,1,0
Michigan,US,113,5
Michigan,US,326,2
Michigan,US,1988,41
Michigan,US,18,0
Minnesota,US,12,0
Minnesota,US,631,4
Minnesota,US,30,1
Minnesota,US,35,1
Minnesota,US,50,0
Minnesota,US,8,0
Minnesota,US,91,0
Minnesota,US,13,0
Minnesota,US,31,1
Minnesota,US,117,0
Minnesota,US,21,1
Minnesota,US,4,0
Minnesota,US,83,3
Minnesota,US,34,0
Minnesota,US,5,1
Minnesota,US,2,0
Minnesota,US,9,0
Minnesota,US,89,2
Minnesota,US,543,3
Minnesota,US,40,0
Minnesota,US,48,0
Minnesota,US,18,1
Minnesota,US,28,0
Minnesota,US,61,1
Minnesota,US,36,0
Minnesota,US,1,0
Minnesota,US,1859,15
Minnesota,US,18,0
Minnesota,US,18,0
Minnesota,US,67,3
Minnesota,US,29,3
Minnesota,US,4,0
Minnesota,US,12,0
Minnesota,US,41,0
Minnesota,US,2,0
Minnesota,US,11,1
Minnesota,US,5,0
Minnesota,US,18,1
Minnesota,US,5,1
Minnesota,US,34,1
Minnesota,US,3,0
Minnesota,US,22,0
Minnesota,US,1,0
Minnesota,US,2,0
Minnesota,US,22,0
Minnesota,US,43,0
Minnesota,US,39,1
Minnesota,US,50,1
Minnesota,US,41,0
Minnesota,US,74,1
Minnesota,US,6,0
Minnesota,US,34,0
Minnesota,US,34,0
Minnesota,US,3,0
Minnesota,US,163,2
Minnesota,US,53,1
Minnesota,US,3,0
Minnesota,US,29,0
Minnesota,US,6,0
Minnesota,US,20,0
Minnesota,US,12,0
Minnesota,US,773,7
Minnesota,US,2,0
Minnesota,US,22,1
Minnesota,US,14,0
Minnesota,US,84,1
Minnesota,US,13,0
Minnesota,US,16,0
Minnesota,US,196,1
Minnesota,US,148,1
Minnesota,US,9,0
Minnesota,US,187,2
Minnesota,US,188,1
Minnesota,US,33,1
Minnesota,US,2,0
Minnesota,US,5,0
Minnesota,US,30,0
Minnesota,US,6,0
Minnesota,US,12,0
Minnesota,US,9,0
Minnesota,US,13,0
Minnesota,US,31,0
Minnesota,US,349,1
Minnesota,US,6,0
Minnesota,US,13,0
Minnesota,US,48,0
Minnesota,US,216,3
Minnesota,US,5,0
Mississippi,US,283,2
Mississippi,US,199,0
Mississippi,US,102,0
Mississippi,US,109,0
Mississippi,US,43,0
Mississippi,US,107,0
Mississippi,US,69,0
Mississippi,US,41,1
Mississippi,US,73,1
Mississippi,US,28,1
Mississippi,US,20,1
Mississippi,US,76,0
Mississippi,US,91,0
Mississippi,US,127,1
Mississippi,US,235,2
Mississippi,US,244,1
Mississippi,US,822,10
Mississippi,US,834,6
Mississippi,US,27,0
Mississippi,US,188,0
Mississippi,US,80,0
Mississippi,US,53,0
Mississippi,US,382,0
Mississippi,US,1940,12
Mississippi,US,2893,19
Mississippi,US,93,0
Mississippi,US,26,0
Mississippi,US,4,0
Mississippi,US,94,0
Mississippi,US,1390,1
Mississippi,US,80,0
Mississippi,US,50,0
Mississippi,US,79,0
Mississippi,US,555,2
Mississippi,US,56,0
Mississippi,US,213,2
Mississippi,US,628,1
Mississippi,US,610,1
Mississippi,US,107,1
Mississippi,US,121,1
Mississippi,US,608,3
Mississippi,US,109,0
Mississippi,US,154,3
Mississippi,US,495,1
Mississippi,US,631,0
Mississippi,US,116,1
Mississippi,US,106,1
Mississippi,US,151,1
Mississippi,US,37,0
Mississippi,US,196,1
Mississippi,US,125,0
Mississippi,US,66,1
Mississippi,US,268,0
Mississippi,US,92,1
Mississippi,US,547,4
Mississippi,US,52,0
Mississippi,US,285,2
Mississippi,US,186,0
Mississippi,US,121,2
Mississippi,US,22,2
Mississippi,US,1350,9
Mississippi,US,197,2
Mississippi,US,6,1
Mississippi,US,209,2
Mississippi,US,139,1
Mississippi,US,382,3
Mississippi,US,77,1
Mississippi,US,36,0
Mississippi,US,100,1
Mississippi,US,132,0
Mississippi,US,66,1
Mississippi,US,57,0
Mississippi,US,0,0
Mississippi,US,162,1
Mississippi,US,98,1
Mississippi,US,273,7
Mississippi,US,157,1
Mississippi,US,116,1
Mississippi,US,61,0
Mississippi,US,80,0
Mississippi,US,56,2
Mississippi,US,33,0
Mississippi,US,235,5
Missouri,US,195,3
Missouri,US,242,1
Missouri,US,14,0
Missouri,US,198,0
Missouri,US,431,3
Missouri,US,170,2
Missouri,US,186,1
Missouri,US,238,1
Missouri,US,34,1
Missouri,US,1971,2
Missouri,US,1382,8
Missouri,US,452,2
Missouri,US,76,1
Missouri,US,634,0
Missouri,US,658,9
Missouri,US,364,3
Missouri,US,64,1
Missouri,US,72,0
Missouri,US,1017,3
Missouri,US,213,0
Missouri,US,88,0
Missouri,US,1777,10
Missouri,US,38,2
Missouri,US,850,3
Missouri,US,227,0
Missouri,US,1419,3
Missouri,US,159,0
Missouri,US,192,1
Missouri,US,107,0
Missouri,US,343,6
Missouri,US,50,0
Missouri,US,84,1
Missouri,US,187,0
Missouri,US,304,1
Missouri,US,188,0
Missouri,US,544,1
Missouri,US,99,0
Missouri,US,138,0
Missouri,US,5814,51
Missouri,US,73,1
Missouri,US,35,0
Missouri,US,248,0
Missouri,US,136,1
Missouri,US,48,0
Missouri,US,81,2
Missouri,US,848,5
Missouri,US,52,0
Missouri,US,3821,20
Missouri,US,2377,20
Missouri,US,1338,3
Missouri,US,472,0
Missouri,US,4200,23
Missouri,US,14,0
Missouri,US,673,17
Missouri,US,290,1
Missouri,US,675,4
Missouri,US,107,1
Missouri,US,474,2
Missouri,US,69,3
Missouri,US,101,2
Missouri,US,121,1
Missouri,US,67,0
Missouri,US,95,0
Missouri,US,469,1
Missouri,US,260,1
Missouri,US,13,0
Missouri,US,460,5
Missouri,US,55,0
Missouri,US,187,1
Missouri,US,64,0
Missouri,US,80,1
Missouri,US,274,1
Missouri,US,95,1
Missouri,US,817,7
Missouri,US,132,2
Missouri,US,150,1
Missouri,US,155,0
Missouri,US,144,0
Missouri,US,44,0
Missouri,US,75,0
Missouri,US,573,2
Missouri,US,803,9
Missouri,US,163,2
Missouri,US,365,4
Missouri,US,618,3
Missouri,US,582,2
Missouri,US,17,0
Missouri,US,152,0
Missouri,US,230,0
Missouri,US,134,7
Missouri,US,29,0
Missouri,US,91,0
Missouri,US,210,2
Missouri,US,19,0
Missouri,US,2,0
Missouri,US,195,1
Missouri,US,137,0
